int_chllS_1000,int_chllS_300,oc,kd,Var5,Var6,Var7,Var8,Var9
-8.43985866213178e-08,-8.43985866213178e-08,0.318212330341339,0.0535999986459501,-80.05421,-80.05421,2017,2,20
-1.37093543616125e-07,-1.37093543616125e-07,0.336132764816284,0.0617999984388007,-80.03749,-80.03749,2017,2,20
-1.36486325426901e-07,-1.36486325426901e-07,0.142770156264305,0.142770156264305,-80.01672,-80.01672,2017,2,20
-1.42247268530447e-07,-1.42247268530447e-07,0.394787192344666,0.0605999984691152,-79.99107,-79.99107,2017,2,20
-1.94769020577399e-07,-1.94769020577399e-07,0.447563678026199,0.0701999982265988,-79.95972,-79.95972,2017,2,20
-2.58736709168312e-07,-2.58736709168312e-07,0.231704398989677,0.049399998752051,-79.92382,-79.92382,2017,2,20
-1.24456976014306e-07,-1.24456976014306e-07,0.121925957500935,0.121925957500935,-79.88722,-79.88722,2017,2,20
3.23012087459276e-05,-1.11100765527874e-07,0.138641893863678,0.0339999991410878,-79.50772,-79.50772,2017,2,21
0.000591044992340399,-4.51864972628462e-08,0.152563169598579,0.0415999989490956,-76.7965,-76.7965,2017,2,26
0.000388354037617577,-4.38767965957461e-08,0.148811116814613,0.0325999991764547,-76.70169,-76.70169,2017,2,26
0.000438094564456057,-4.06737416778743e-08,0.156940788030624,0.0343999991309829,-76.46774,-76.46774,2017,2,27
-0.000325519428152924,-3.9677795491768e-08,0.162962466478348,0.0361999990855111,-76.39196,-76.39196,2017,2,27
0.000445754091376481,-3.26501532043748e-08,0.152653932571411,0.0303999992320314,-76.32531,-76.32531,2017,2,27
-3.87395300858531e-08,-3.87395300858531e-08,0.155225172638893,0.0331999991612975,-76.33714,-76.33714,2017,2,27
-4.46705950271856e-08,-4.46705950271856e-08,0.153847560286522,0.0315999992017169,-76.34476,-76.34476,2017,2,27
-5.09080037306714e-08,-5.09080037306714e-08,0.155496567487717,0.0323999991815072,-76.35304,-76.35304,2017,2,27
-3.42736149137311e-08,-3.42736149137311e-08,0.165597185492516,0.0351999991107732,-76.36243,-76.36243,2017,2,28
-3.9866073862051e-08,-3.9866073862051e-08,0.167688637971878,0.0367999990703538,-76.36604,-76.36604,2017,2,28
0.000136477000127804,-4.95128518073485e-08,0.162292510271072,0.0341999991360353,-76.38518,-76.38518,2017,2,28
0.000207345606635132,-7.41073623087973e-08,0.171599745750427,0.037199999060249,-76.40177,-76.40177,2017,2,28
0.000311357853113825,-5.7890067890441e-08,0.162857115268707,0.0339999991410878,-76.41036,-76.41036,2017,2,28
0.000348837432610668,-4.9679140486532e-08,0.118362724781036,0.0393999990046723,-76.42413,-76.42413,2017,3,1
0.000368306637054468,-1.02544003037215e-07,0.147810682654381,0.147810682654381,-76.3604,-76.3604,2017,3,2
-1.37065589531556e-07,-1.37065589531556e-07,0.158067241311073,0.0341999991360353,-76.3084,-76.3084,2017,3,4
-1.05925823432216e-07,-1.05925823432216e-07,0.158507406711578,0.0337999991461402,-76.33966,-76.33966,2017,3,4
-7.87499489079222e-08,-7.87499489079222e-08,0.161427587270737,0.0339999991410878,-76.36732,-76.36732,2017,3,4
-7.11816391106897e-08,-7.11816391106897e-08,0.16054692864418,0.033399999156245,-76.38998,-76.38998,2017,3,4
-6.58356278977511e-08,-6.58356278977511e-08,0.159194052219391,0.033399999156245,-76.41253,-76.41253,2017,3,4
-5.81659630818019e-08,-5.81659630818019e-08,0.153095901012421,0.0327999991714023,-76.43671,-76.43671,2017,3,4
-6.00850543172725e-08,-6.00850543172725e-08,0.162491962313652,0.0347999991208781,-76.46066,-76.46066,2017,3,4
